,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brand,torque_nm,torque_max_rpm
2599,2011,90000,90000,petrol,individual,manual,second owner,15.64,1193.0,64.08,5,tata indigo,100.0,2700
2600,2014,600000,114000,diesel,individual,manual,first owner,19.01,1461.0,108.45,5,renault duster,248.0,2250
2601,2009,235000,100000,petrol,individual,manual,first owner,18.5,1197.0,80.0,5,hyundai i20,114.0,4000
2602,2010,190000,35000,petrol,individual,manual,first owner,19.7,796.0,46.3,5,maruti alto,62.0,3000
2603,2011,325000,79000,diesel,individual,manual,first owner,21.12,1248.0,88.8,5,tata manza,200.0,3000
2604,2007,550000,2360457,petrol,individual,manual,second owner,18.6,1197.0,81.83,5,hyundai i20,114.7,4000
2605,2011,300000,120000,diesel,individual,manual,third owner,20.54,1598.0,103.6,5,volkswagen vento,250.0,2500
2606,2017,550000,10000,petrol,individual,manual,first owner,20.3,1199.0,84.0,5,tata tigor,114.0,3500
2607,2013,720000,150000,diesel,individual,manual,second owner,15.1,2179.0,140.0,7,mahindra xuv500,330.0,2800
2608,2011,110000,110000,petrol,individual,manual,first owner,18.06,1198.0,75.0,5,nissan micra,104.0,4000
2609,2018,310000,10000,petrol,individual,manual,first owner,24.7,796.0,47.3,5,maruti alto,69.0,3500
2610,2010,150000,70000,lpg,individual,manual,second owner,39.3,998.0,58.2,5,maruti wagon,77.0,3500
2611,2012,260000,46000,diesel,individual,manual,first owner,19.4,1405.0,70.0,5,tata indica,135.4,2500
2612,2002,55000,120000,petrol,individual,manual,fourth & above owner,13.2,1495.0,94.0,5,hyundai accent,125.0,3500
2613,2013,450000,108800,diesel,individual,manual,third owner,22.9,1248.0,74.0,5,maruti swift,190.0,2000
2614,2009,199000,70000,petrol,individual,manual,second owner,20.36,1197.0,78.9,5,hyundai i10,111.8,4000
2615,2018,1000000,35000,diesel,individual,manual,first owner,15.4,2523.0,75.0,7,mahindra scorpio,200.0,2200
2616,2011,240000,72000,diesel,individual,manual,first owner,20.0,1399.0,68.0,5,ford figo,160.0,2000
2617,2018,350000,40000,petrol,individual,manual,first owner,25.17,799.0,53.3,5,renault kwid,72.0,4386
2618,2014,530000,120000,diesel,individual,manual,third owner,15.96,2523.0,62.1,7,mahindra bolero,195.0,2200
2619,2019,625000,12500,petrol,individual,manual,first owner,18.6,1197.0,81.86,5,hyundai elite,117.0,4000
2620,2014,378000,80000,petrol,individual,manual,first owner,18.9,1197.0,82.0,5,hyundai grand,114.0,4000
2621,2018,700000,100000,diesel,individual,manual,second owner,28.4,1248.0,74.02,5,maruti swift,190.0,2000
2622,2011,156000,110000,petrol,individual,manual,second owner,17.92,1086.0,62.1,5,hyundai santro,96.1,3000
2623,2016,700000,103000,diesel,individual,manual,first owner,16.5,1493.0,70.0,7,mahindra bolero,195.0,2200
2624,2010,194000,577414,petrol,individual,manual,second owner,18.9,1061.0,67.0,5,maruti wagon,84.0,3500
2625,2006,120000,100000,petrol,individual,manual,second owner,19.7,796.0,46.3,5,maruti alto,62.0,3000
2626,2015,415000,45000,petrol,individual,automatic,first owner,15.5,1198.0,86.7,5,honda amaze,109.0,4500
2627,2015,450000,45000,petrol,individual,automatic,first owner,15.5,1198.0,86.7,5,honda amaze,109.0,4500
2628,2014,325000,40000,petrol,individual,manual,third owner,19.4,1198.0,86.8,5,honda brio,109.0,4500
2629,2014,525000,200000,diesel,individual,manual,first owner,15.96,2523.0,62.1,9,mahindra bolero,195.0,2200
2630,2017,265000,100000,petrol,individual,manual,first owner,21.1,814.0,55.2,5,hyundai eon,74.5,4000
2631,2008,100000,120000,petrol,individual,manual,second owner,19.7,796.0,35.0,8,maruti omni,61.0,3000
2632,2015,400000,100000,diesel,individual,manual,first owner,23.0,1248.0,88.7,5,tata zest,200.0,3000
2633,2013,345000,40000,diesel,individual,manual,first owner,21.9,1396.0,88.8,5,hyundai i20,219.7,2750
2634,2018,850000,15000,diesel,individual,manual,second owner,16.55,2498.0,105.0,6,mahindra thar,247.0,2000
2635,2018,620000,15000,petrol,individual,automatic,first owner,20.89,1197.0,81.8,5,maruti ignis,113.0,4200
2636,2018,700000,10000,petrol,individual,manual,second owner,21.4,1197.0,83.1,5,maruti baleno,115.0,4000
2637,2012,200000,90000,diesel,individual,manual,first owner,22.3,1248.0,74.0,5,tata indica,190.0,3000
2638,2015,1700000,39000,diesel,individual,manual,first owner,13.5,2477.0,175.56,7,mitsubishi pajero,400.0,2500
2639,2015,1050000,28000,diesel,individual,manual,second owner,15.1,2179.0,140.0,7,mahindra xuv500,330.0,2800
2640,2010,160000,90000,petrol,individual,manual,second owner,15.6,1196.0,70.0,5,ford figo,102.0,4000
2641,2006,150000,80000,petrol,individual,manual,third owner,13.5,1799.0,130.0,5,honda civic,172.0,4300
2642,2010,200000,35000,petrol,individual,manual,first owner,19.0,998.0,67.1,5,maruti zen,90.0,3500
2643,2011,365000,185000,diesel,individual,manual,second owner,21.43,1364.0,87.2,5,toyota corolla,205.0,2800
2644,2016,360000,100000,diesel,individual,manual,first owner,20.5,1248.0,91.72,5,fiat avventura,209.0,2000
2645,2008,200000,110000,petrol,individual,manual,second owner,17.7,1497.0,78.0,5,honda city,127.0,2700
2646,2010,250000,100000,diesel,individual,manual,second owner,17.5,1896.0,106.0,5,skoda laura,255.0,1900
2647,2008,229999,110000,diesel,individual,manual,second owner,17.5,1896.0,106.0,5,skoda laura,255.0,1900
2648,2011,320000,130000,diesel,individual,manual,second owner,17.8,1399.0,68.0,5,ford fiesta,163.0,2000
2649,2018,1200000,27000,petrol,individual,manual,first owner,15.8,1591.0,121.3,5,hyundai creta,151.0,4850
2650,2018,740000,9000,petrol,individual,automatic,first owner,21.4,1197.0,83.1,5,maruti baleno,115.0,4000
2651,2019,570000,19000,petrol,individual,automatic,second owner,20.89,1197.0,81.8,5,maruti ignis,113.0,4200
2652,2013,250000,100000,diesel,individual,manual,first owner,23.57,1396.0,70.0,5,tata indigo,140.0,3000
2653,2017,430000,20000,petrol,individual,automatic,first owner,20.51,998.0,67.0,5,maruti wagon,90.0,3500
2654,2014,225000,35000,petrol,individual,manual,first owner,21.1,814.0,55.2,5,hyundai eon,74.5,4000
2655,2014,440000,70000,diesel,individual,manual,second owner,22.54,1396.0,88.73,5,hyundai i20,219.7,2750
2656,2016,800000,70000,diesel,individual,manual,first owner,24.3,1248.0,88.5,5,maruti vitara,200.0,1750
2657,2017,660000,80000,diesel,individual,manual,first owner,16.5,1493.0,70.0,7,mahindra bolero,195.0,2200
2658,2013,420000,105000,diesel,individual,manual,second owner,23.4,1248.0,74.0,5,maruti swift,190.0,2000
2659,2011,500000,121941,diesel,dealer,manual,first owner,12.8,2494.0,102.0,8,toyota innova,204.0,3400
2660,2014,280000,100000,diesel,individual,manual,first owner,14.0,2489.0,95.0,8,mahindra xylo,220.0,2600
2661,2013,425000,152186,diesel,dealer,manual,second owner,20.45,1461.0,83.8,5,renault duster,200.0,1900
2662,2016,540000,20000,petrol,individual,manual,first owner,20.4,1197.0,81.8,5,maruti swift,113.0,4200
2663,2011,650000,89580,diesel,dealer,manual,second owner,12.8,2494.0,102.0,8,toyota innova,204.0,3400
2664,2011,550000,250000,diesel,individual,manual,second owner,12.8,2494.0,102.0,7,toyota innova,204.0,3400
2665,2019,675000,2789,petrol,dealer,manual,first owner,18.16,1196.0,86.8,5,ford figo,112.0,4000
2666,2018,700000,35278,diesel,dealer,manual,first owner,23.8,1499.0,98.97,5,ford freestyle,215.0,2500
2667,2018,795000,2860,diesel,dealer,manual,first owner,23.8,1499.0,98.97,5,ford freestyle,215.0,2500
2668,2010,515000,200000,diesel,individual,manual,first owner,12.8,2494.0,102.0,7,toyota innova,204.0,3400
2669,2018,450000,20000,petrol,individual,manual,first owner,18.15,1198.0,82.0,6,mahindra kuv,115.0,3600
2670,2008,155000,60000,petrol,individual,manual,third owner,15.0,1086.0,66.6,5,hyundai getz,104.0,3200
2671,2011,350000,100000,diesel,individual,manual,second owner,23.59,1364.0,67.1,5,toyota etios,170.0,2400
2672,2011,250000,78562,diesel,dealer,manual,first owner,20.0,1399.0,68.0,5,ford figo,160.0,2000
2673,2011,450000,96000,diesel,individual,manual,fourth & above owner,22.32,1582.0,126.32,5,hyundai verna,259.8,2750
2674,2003,55599,36088,petrol,individual,manual,first owner,16.1,796.0,37.0,4,maruti 800,59.0,2500
2675,2014,420000,50000,diesel,individual,manual,first owner,22.54,1396.0,88.73,5,hyundai i20,219.7,2750
2676,2018,750000,40000,diesel,individual,manual,first owner,25.1,1248.0,88.5,5,maruti s-cross,200.0,1750
2677,2020,450000,10000,petrol,individual,manual,first owner,19.02,1198.0,67.05,5,datsun go,104.0,4000
2678,2008,175000,60000,diesel,individual,manual,second owner,17.8,1248.0,75.0,5,maruti swift,190.0,2000
2679,2019,650000,10000,petrol,individual,manual,first owner,17.19,1197.0,81.86,5,hyundai i20,114.73,4000
2680,2018,1050000,10000,diesel,individual,manual,first owner,25.47,1248.0,88.5,7,maruti ertiga,200.0,1750
2681,2011,375000,35000,diesel,individual,manual,second owner,22.32,1582.0,126.32,5,hyundai verna,259.8,2750
2682,2014,1100000,80000,diesel,individual,manual,first owner,14.74,2199.0,194.3,7,hyundai santa,420.7,2500
2683,2019,1550000,28000,diesel,individual,manual,first owner,15.1,2179.0,152.87,7,mahindra xuv500,360.0,2800
2684,2017,620000,35000,diesel,individual,manual,first owner,24.29,1498.0,99.0,5,ford figo,215.0,3000
2685,2019,320000,10000,petrol,individual,manual,first owner,25.17,799.0,53.3,5,renault kwid,72.0,4386
2686,2019,1650000,25000,diesel,individual,automatic,second owner,15.1,2179.0,152.87,7,mahindra xuv500,360.0,2800
2687,2016,320000,50000,petrol,individual,manual,first owner,23.95,998.0,67.05,5,maruti alto,90.0,3500
2688,2012,400000,129000,diesel,individual,manual,first owner,19.3,1248.0,73.9,5,maruti swift,190.0,2000
2689,2015,900000,100000,diesel,individual,automatic,second owner,16.0,2179.0,140.0,7,mahindra xuv500,330.0,2800
2690,2018,595000,28000,petrol,individual,manual,second owner,17.0,1198.0,108.5,5,tata nexon,170.0,4000
2691,2013,350000,70000,petrol,individual,manual,first owner,13.87,1598.0,86.0,5,mahindra verito,128.0,3100
2692,2019,420000,10000,petrol,individual,manual,first owner,15.37,1196.0,73.0,5,maruti eeco,101.0,3000
2693,2008,250000,110000,diesel,individual,manual,second owner,18.1,1493.0,110.0,5,hyundai verna,240.0,2750
2694,2007,250000,100000,diesel,individual,manual,second owner,17.8,1248.0,75.0,5,maruti swift,190.0,2000
2695,2016,525000,60000,petrol,individual,automatic,first owner,16.9,1197.0,82.0,5,hyundai xcent,114.0,4000
2696,2008,250000,110000,diesel,individual,manual,third owner,10.5,2609.0,120.0,7,mahindra scorpio,290.0,2800
2697,2017,430000,10000,petrol,individual,manual,first owner,23.1,998.0,67.04,5,maruti celerio,90.0,3500
2698,2017,630000,35000,petrol,individual,manual,first owner,21.4,1197.0,83.1,5,maruti baleno,115.0,4000
2699,2018,550000,23000,petrol,individual,manual,first owner,20.3,1199.0,84.0,5,tata tigor,114.0,3500
2700,2018,850000,20000,diesel,individual,manual,first owner,18.49,2179.0,120.0,9,mahindra tuv,280.0,2800
2701,2011,455000,90000,diesel,individual,manual,first owner,13.6,2523.0,63.0,7,mahindra bolero,180.0,1500
2702,2011,445000,90000,diesel,individual,manual,first owner,13.6,2523.0,63.0,7,mahindra bolero,180.0,1500
2703,2013,370000,80000,diesel,individual,manual,first owner,21.9,1396.0,88.76,5,hyundai i20,219.6,2750
2704,2016,500000,50000,petrol,individual,manual,first owner,18.9,1197.0,82.0,5,hyundai grand,114.0,4000
2705,2017,300000,30000,petrol,individual,manual,first owner,23.01,999.0,67.0,5,renault kwid,91.0,4250
2706,2011,229999,500000,petrol,individual,manual,second owner,18.9,998.0,67.1,5,maruti wagon,90.0,3500
2707,2017,880000,46000,diesel,individual,manual,first owner,15.4,2179.0,120.0,7,mahindra scorpio,280.0,2800
2708,2015,720000,80000,diesel,individual,manual,first owner,15.4,2523.0,75.0,9,mahindra scorpio,200.0,2200
2709,2016,550000,90000,diesel,individual,manual,second owner,22.54,1396.0,88.73,5,hyundai i20,219.7,2750
2710,2015,720000,90000,diesel,individual,manual,first owner,15.4,2523.0,75.0,9,mahindra scorpio,200.0,2200
2711,2015,500000,90000,diesel,individual,manual,first owner,22.54,1396.0,88.73,5,hyundai i20,219.7,2750
2712,2014,525000,110000,diesel,individual,manual,second owner,20.77,1248.0,88.76,7,maruti ertiga,200.0,1750
2713,2019,220000,90000,petrol,individual,manual,first owner,23.01,999.0,67.0,5,renault kwid,91.0,4250
2714,2016,530000,60000,diesel,individual,manual,first owner,18.49,1493.0,100.0,7,mahindra tuv,240.0,2800
2715,2013,215000,35000,petrol,individual,manual,first owner,22.74,796.0,47.3,5,maruti alto,69.0,3500
2716,2012,335000,100000,diesel,individual,manual,first owner,20.54,1598.0,103.6,5,volkswagen vento,250.0,2500
2717,2015,320000,90000,diesel,individual,manual,second owner,24.4,1120.0,71.0,5,hyundai xcent,180.4,2500
2718,2011,135000,120000,diesel,individual,manual,second owner,20.0,1399.0,68.0,5,ford figo,160.0,2000
2719,2014,565000,56000,petrol,individual,manual,second owner,17.4,1497.0,117.3,5,honda city,145.0,4600
2720,2017,575000,50000,diesel,individual,manual,first owner,22.54,1396.0,88.73,5,hyundai i20,219.7,2750
2721,2014,170000,70000,petrol,individual,manual,second owner,21.1,814.0,55.2,5,hyundai eon,74.5,4000
2722,2014,250999,30000,petrol,individual,manual,first owner,22.74,796.0,47.3,5,maruti alto,69.0,3500
2723,2014,650000,60000,petrol,individual,manual,first owner,17.8,1497.0,117.3,5,honda city,145.0,4600
2724,2013,550000,133000,diesel,individual,manual,first owner,14.0,2179.0,138.1,7,tata safari,320.0,2700
2725,2010,650000,160000,diesel,individual,manual,first owner,12.8,2494.0,102.0,7,toyota innova,204.0,3400
2726,2013,800000,150000,diesel,individual,manual,second owner,15.1,2179.0,140.0,7,mahindra xuv500,330.0,2800
2727,2020,250999,30000,petrol,individual,manual,first owner,22.05,796.0,47.3,5,maruti alto,69.0,3500
2728,2013,170000,60000,petrol,individual,manual,second owner,22.74,796.0,47.3,5,maruti alto,69.0,3500
2729,2013,250000,30000,diesel,individual,manual,first owner,19.09,1396.0,69.0,5,tata indigo,135.0,2500
2730,2014,312000,80000,petrol,individual,manual,first owner,13.7,1399.0,98.82,7,chevrolet enjoy,131.0,4400
2731,2014,250000,20000,petrol,individual,manual,first owner,22.74,796.0,47.3,5,maruti alto,69.0,3500
2732,2013,200000,80000,petrol,individual,manual,first owner,21.1,814.0,55.2,5,hyundai eon,74.5,4000
2733,2016,670000,73000,diesel,individual,manual,first owner,15.4,2523.0,75.0,7,mahindra scorpio,200.0,2200
2734,2017,270000,50000,petrol,individual,manual,first owner,21.1,814.0,55.2,5,hyundai eon,74.5,4000
2735,2012,360000,200000,diesel,individual,manual,first owner,15.96,2523.0,62.1,7,mahindra bolero,195.0,2200
2736,2017,650000,44000,diesel,dealer,manual,first owner,23.65,1248.0,88.5,5,maruti sx4,200.0,1750
2737,2012,280000,70000,petrol,individual,manual,second owner,18.6,1197.0,85.8,5,maruti swift,114.0,4000
2738,2013,350000,90000,petrol,individual,manual,first owner,14.09,1596.0,99.6,5,ford classic,146.0,3400
2739,2017,1150000,42000,diesel,individual,manual,second owner,16.0,2179.0,140.0,7,mahindra xuv500,330.0,2800
2740,2017,810000,80000,petrol,individual,manual,first owner,20.73,1373.0,91.1,5,maruti ciaz,130.0,4000
2741,2012,180000,60000,petrol,individual,manual,first owner,18.6,1199.0,79.4,5,chevrolet beat,108.0,4400
2742,2017,66000,70000,petrol,individual,manual,third owner,23.9,624.0,37.48,4,tata nano,51.0,4000
2743,2015,369000,20000,petrol,individual,manual,second owner,20.51,998.0,67.04,5,maruti wagon,90.0,3500
2744,2012,300000,80000,diesel,individual,manual,second owner,13.93,2179.0,138.1,7,tata new,320.0,2700
2745,2008,350000,90000,diesel,individual,manual,first owner,13.6,2523.0,63.0,7,mahindra bolero,180.0,1500
2746,2005,160000,220000,diesel,individual,manual,first owner,14.8,2499.0,80.0,10,chevrolet tavera,190.0,1800
2747,2009,221000,100000,diesel,individual,manual,second owner,17.8,1248.0,75.0,5,maruti swift,190.0,2000
2748,2004,250000,120000,petrol,individual,manual,second owner,13.4,2362.0,164.7,5,toyota camry,224.0,4000
2749,2012,190000,110000,petrol,individual,manual,first owner,15.37,1196.0,73.0,5,maruti eeco,101.0,3000
2750,2017,300000,60000,petrol,individual,manual,first owner,25.17,799.0,53.3,5,renault kwid,72.0,4386
2751,2016,650000,50000,diesel,individual,manual,first owner,26.59,1248.0,74.0,5,maruti swift,190.0,2000
2752,2018,635000,40000,petrol,individual,manual,first owner,17.8,1198.0,86.7,5,honda amaze,109.0,4500
2753,2013,520000,88000,diesel,individual,manual,second owner,22.32,1582.0,126.32,5,hyundai verna,259.8,2750
2754,2020,1500000,50000,diesel,individual,manual,first owner,16.36,2179.0,140.0,7,mahindra scorpio,320.0,2800
2755,2017,484999,26000,petrol,individual,manual,second owner,21.21,1197.0,81.8,5,maruti swift,113.0,4200
2756,2007,120000,80000,petrol,individual,manual,second owner,16.6,1388.0,68.0,5,ford fiesta,163.0,2000
2757,2014,220000,60000,petrol,individual,manual,second owner,21.1,814.0,55.2,5,hyundai eon,74.5,4000
2758,2014,320000,80000,petrol,individual,manual,second owner,20.36,1197.0,78.9,5,hyundai i10,111.7,4000
2759,2011,375000,90000,diesel,individual,manual,second owner,22.9,1248.0,74.0,5,maruti swift,190.0,2000
2760,2012,440000,80000,diesel,individual,manual,second owner,22.32,1582.0,126.32,5,hyundai verna,259.8,2750
2761,2019,550000,15000,petrol,individual,automatic,first owner,18.9,1197.0,81.86,5,hyundai grand,113.75,4000
2762,2017,640000,35000,diesel,individual,manual,second owner,25.2,1248.0,74.0,5,maruti swift,190.0,2000
2763,2014,420000,120000,diesel,individual,manual,first owner,23.59,1364.0,67.04,5,toyota etios,170.0,2400
2764,2016,330000,63000,diesel,individual,manual,third owner,24.0,1120.0,70.0,5,hyundai grand,160.0,2750
2765,2019,800000,25000,diesel,individual,manual,first owner,21.66,1498.0,108.62,5,volkswagen ameo,250.0,3000
2766,2011,240000,64500,petrol,individual,manual,first owner,18.9,998.0,67.1,5,maruti wagon,90.0,3500
2767,2016,360000,100000,diesel,individual,manual,second owner,25.32,1198.0,77.0,6,mahindra kuv,190.0,2250
2768,2017,750000,40000,diesel,individual,manual,first owner,23.9,1582.0,126.2,5,hyundai verna,259.9,2750
2769,2017,570000,15000,petrol,individual,manual,second owner,18.6,1197.0,81.83,5,hyundai i20,114.7,4000
2770,2015,450000,25000,diesel,individual,manual,first owner,23.59,1364.0,67.04,5,toyota etios,170.0,2400
2771,2015,240000,80000,petrol,individual,manual,second owner,23.95,998.0,67.05,5,maruti alto,90.0,3500
2772,2011,149000,148000,diesel,individual,manual,second owner,21.12,1248.0,88.8,5,tata manza,200.0,3000
2773,2018,1500000,40000,diesel,individual,manual,first owner,16.36,2179.0,140.0,7,mahindra scorpio,320.0,2800
2774,2012,185000,70000,lpg,individual,manual,second owner,20.174999999999997,1086.0,62.1,5,hyundai santro,96.1,3000
2775,2008,65000,40000,petrol,individual,manual,second owner,16.1,796.0,37.0,4,maruti 800,59.0,2500
2776,2010,130000,120000,diesel,individual,manual,first owner,17.0,1405.0,70.0,5,tata indigo,135.0,2500
2777,2012,330000,60000,diesel,individual,manual,first owner,17.8,1399.0,67.0,5,ford fiesta,160.0,2000
